NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_HISTONE_DEACETYLASE_BINDING	GO_HISTONE_DEACETYLASE_BINDING		96	0.3111671	1.0884608	0.3398058	0.6439682	1.0	3174	tags=23%, list=16%, signal=27%	
GO_SMAD_BINDING	GO_SMAD_BINDING		68	0.32151628	1.085374	0.3247012	0.6487589	1.0	4710	tags=34%, list=23%, signal=44%	
GO_TRANSCRIPTION_FACTOR_BINDING	GO_TRANSCRIPTION_FACTOR_BINDING		489	0.22480972	1.0847325	0.304	0.64760137	1.0	4469	tags=26%, list=22%, signal=32%	
GO_METALLOEXOPEPTIDASE_ACTIVITY	GO_METALLOEXOPEPTIDASE_ACTIVITY		47	0.40182582	1.0823019	0.32806325	0.65054893	1.0	4683	tags=38%, list=23%, signal=50%	
GO_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		54	0.35212538	1.0775466	0.36015326	0.65888655	1.0	2381	tags=13%, list=12%, signal=15%	
GO_GLYCOPROTEIN_BINDING	GO_GLYCOPROTEIN_BINDING		99	0.3035111	1.0741504	0.3307393	0.6643267	1.0	3848	tags=25%, list=19%, signal=31%	
GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVATOR_ACTIVITY	GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVATOR_ACTIVITY		17	0.34349933	1.0727282	0.40037245	0.6649841	1.0	5067	tags=41%, list=25%, signal=55%	
GO_RAB_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	GO_RAB_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY		27	0.35285553	1.072241	0.40480962	0.66352993	1.0	4429	tags=41%, list=22%, signal=52%	
GO_ACID_AMINO_ACID_LIGASE_ACTIVITY	GO_ACID_AMINO_ACID_LIGASE_ACTIVITY		17	0.39599508	1.0717874	0.37429112	0.6620261	1.0	3307	tags=29%, list=16%, signal=35%	
GO_SIGNALING_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY	GO_SIGNALING_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY		17	0.43205902	1.070192	0.39259258	0.66323704	1.0	4341	tags=35%, list=21%, signal=45%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS		44	0.38165537	1.0696266	0.39056605	0.66197556	1.0	5795	tags=45%, list=28%, signal=63%	
GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS	GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS		138	0.2466472	1.0696048	0.2936508	0.65949106	1.0	3694	tags=21%, list=18%, signal=25%	
GO_COFACTOR_BINDING	GO_COFACTOR_BINDING		245	0.29430696	1.0692085	0.35203093	0.65790695	1.0	3839	tags=24%, list=19%, signal=29%	
GO_CORE_PROMOTER_PROXIMAL_REGION_DNA_BINDING	GO_CORE_PROMOTER_PROXIMAL_REGION_DNA_BINDING		346	0.22137219	1.0652949	0.32936507	0.66413563	1.0	4123	tags=21%, list=20%, signal=26%	
GO_CYCLIN_BINDING	GO_CYCLIN_BINDING		19	0.38553458	1.0634167	0.38033396	0.66585845	1.0	4067	tags=32%, list=20%, signal=39%	
GO_DNA_BINDING_BENDING	GO_DNA_BINDING_BENDING		17	0.44081163	1.0624005	0.38446602	0.66547817	1.0	2872	tags=29%, list=14%, signal=34%	
GO_CHAPERONE_BINDING	GO_CHAPERONE_BINDING		75	0.33298033	1.0623975	0.37717602	0.6629914	1.0	4743	tags=29%, list=23%, signal=38%	
GO_RNA_POLYMERASE_II_TRANSCRIPTION_COREPRESSOR_ACTIVITY	GO_RNA_POLYMERASE_II_TRANSCRIPTION_COREPRESSOR_ACTIVITY		25	0.3442781	1.0620272	0.39325842	0.66127354	1.0	3429	tags=28%, list=17%, signal=34%	
GO_KINASE_REGULATOR_ACTIVITY	GO_KINASE_REGULATOR_ACTIVITY		173	0.25525764	1.0606834	0.34879032	0.6616732	1.0	4346	tags=27%, list=21%, signal=34%	
GO_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		39	0.32611543	1.0586729	0.40667975	0.6637023	1.0	3964	tags=26%, list=19%, signal=32%	
GO_NUCLEOBASE_CONTAINING_COMPOUND_KINASE_ACTIVITY	GO_NUCLEOBASE_CONTAINING_COMPOUND_KINASE_ACTIVITY		43	0.33119684	1.0586095	0.35214007	0.66143155	1.0	5137	tags=44%, list=25%, signal=59%	
GO_CATION_TRANSPORTING_ATPASE_ACTIVITY	GO_CATION_TRANSPORTING_ATPASE_ACTIVITY		57	0.30494982	1.0581874	0.38229376	0.65996015	1.0	5924	tags=42%, list=29%, signal=59%	
GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING	GO_TRANSCRIPTIONAL_REPRESSOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING		81	0.2673463	1.054646	0.38376385	0.6650653	1.0	3429	tags=23%, list=17%, signal=28%	
GO_PHOSPHOLIPASE_A2_ACTIVITY	GO_PHOSPHOLIPASE_A2_ACTIVITY		27	0.37595043	1.0518334	0.39961758	0.6689863	1.0	1542	tags=15%, list=8%, signal=16%	
GO_PROTEIN_SELF_ASSOCIATION	GO_PROTEIN_SELF_ASSOCIATION		42	0.28790218	1.0516732	0.3415133	0.66685575	1.0	3297	tags=21%, list=16%, signal=26%	
GO_STEROL_BINDING	GO_STEROL_BINDING		42	0.26980725	1.0430181	0.37295082	0.68270797	1.0	4102	tags=24%, list=20%, signal=30%	
GO_ORGANIC_ACID_BINDING	GO_ORGANIC_ACID_BINDING		181	0.28418943	1.0392586	0.36398467	0.68858737	1.0	3564	tags=22%, list=18%, signal=27%	
GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR	GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR		36	0.31537074	1.0387194	0.41093117	0.6873759	1.0	5137	tags=42%, list=25%, signal=56%	
GO_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	GO_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY		24	0.442727	1.0368834	0.44294003	0.6890907	1.0	3749	tags=29%, list=18%, signal=36%	
GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING	GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING		28	0.35071507	1.0339451	0.41074857	0.6930334	1.0	4424	tags=36%, list=22%, signal=46%	
GO_RNA_POLYMERASE_ACTIVITY	GO_RNA_POLYMERASE_ACTIVITY		40	0.36675787	1.033909	0.4521576	0.69066966	1.0	4879	tags=40%, list=24%, signal=53%	
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_PHOSPHATASE_ACTIVITY	GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_PHOSPHATASE_ACTIVITY		16	0.4203998	1.0299021	0.4497992	0.69703865	1.0	5243	tags=50%, list=26%, signal=67%	
GO_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	GO_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY		68	0.34076473	1.0286378	0.4144869	0.6975683	1.0	2534	tags=24%, list=12%, signal=27%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_SINGLE_DONORS_WITH_INCORPORATION_OF_MOLECULAR_OXYGEN		24	0.40621665	1.0283577	0.41412213	0.6956785	1.0	3446	tags=17%, list=17%, signal=20%	
GO_FIBRONECTIN_BINDING	GO_FIBRONECTIN_BINDING		26	0.47081155	1.0283298	0.4743083	0.69330734	1.0	4230	tags=42%, list=21%, signal=53%	
GO_SNAP_RECEPTOR_ACTIVITY	GO_SNAP_RECEPTOR_ACTIVITY		37	0.26353934	1.0280334	0.40319362	0.6915513	1.0	5898	tags=41%, list=29%, signal=57%	
GO_INTEGRIN_BINDING	GO_INTEGRIN_BINDING		99	0.31637627	1.025961	0.41353384	0.69372135	1.0	3027	tags=23%, list=15%, signal=27%	
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_BINDING	GO_IONOTROPIC_GLUTAMATE_RECEPTOR_BINDING		22	0.29930058	1.0243977	0.43164062	0.6947161	1.0	5126	tags=41%, list=25%, signal=55%	
GO_PROTEASE_BINDING	GO_PROTEASE_BINDING		98	0.33878398	1.0243444	0.4319853	0.6924193	1.0	3894	tags=24%, list=19%, signal=30%	
GO_PHOSPHATASE_REGULATOR_ACTIVITY	GO_PHOSPHATASE_REGULATOR_ACTIVITY		80	0.24651979	1.021788	0.41295546	0.6959499	1.0	5911	tags=38%, list=29%, signal=53%	
GO_CADHERIN_BINDING	GO_CADHERIN_BINDING		27	0.4286834	1.0213469	0.48897797	0.6946697	1.0	5302	tags=52%, list=26%, signal=70%	
GO_HYDRO_LYASE_ACTIVITY	GO_HYDRO_LYASE_ACTIVITY		43	0.32823423	1.0204076	0.44921875	0.694301	1.0	6119	tags=51%, list=30%, signal=73%	
GO_INOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	GO_INOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY		20	0.32056502	1.0187297	0.45136186	0.6954872	1.0	4274	tags=35%, list=21%, signal=44%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS		126	0.28139144	1.0164297	0.42074364	0.69824255	1.0	4381	tags=26%, list=22%, signal=33%	
GO_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		33	0.35515118	1.015812	0.45454547	0.69727963	1.0	2860	tags=15%, list=14%, signal=18%	
GO_POLYSACCHARIDE_BINDING	GO_POLYSACCHARIDE_BINDING		17	0.42983383	1.0143594	0.45019156	0.69813144	1.0	4338	tags=41%, list=21%, signal=52%	
GO_VIRUS_RECEPTOR_ACTIVITY	GO_VIRUS_RECEPTOR_ACTIVITY		57	0.4075735	1.0052261	0.49621212	0.7153822	1.0	4176	tags=37%, list=21%, signal=46%	
GO_INTERLEUKIN_1_RECEPTOR_BINDING	GO_INTERLEUKIN_1_RECEPTOR_BINDING		16	0.4814044	1.0035197	0.48859316	0.71687824	1.0	2334	tags=25%, list=11%, signal=28%	
GO_RHO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	GO_RHO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY		71	0.31001738	1.0032072	0.46025103	0.7151033	1.0	2719	tags=23%, list=13%, signal=26%	
GO_CGMP_BINDING	GO_CGMP_BINDING		16	0.41706812	1.0020362	0.4331984	0.71522903	1.0	5322	tags=31%, list=26%, signal=42%	
GO_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GO_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY		32	0.405698	1.0004618	0.4629981	0.7162574	1.0	3887	tags=41%, list=19%, signal=50%	
GO_PROTEASOME_BINDING	GO_PROTEASOME_BINDING		15	0.3855824	0.99911046	0.48355898	0.71675205	1.0	2462	tags=33%, list=12%, signal=38%	
GO_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		27	0.36257797	0.99829125	0.466	0.7162276	1.0	3507	tags=15%, list=17%, signal=18%	
GO_MODIFIED_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_MODIFIED_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		16	0.45564824	0.9967613	0.47834647	0.7173671	1.0	1	tags=6%, list=0%, signal=6%	
GO_RAS_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	GO_RAS_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY		211	0.26041424	0.9965072	0.4476386	0.71564716	1.0	2767	tags=19%, list=14%, signal=22%	
GO_ANION_ANION_ANTIPORTER_ACTIVITY	GO_ANION_ANION_ANTIPORTER_ACTIVITY		22	0.3691242	0.99575347	0.502	0.71487224	1.0	1	tags=5%, list=0%, signal=5%	
GO_POLY_PYRIMIDINE_TRACT_BINDING	GO_POLY_PYRIMIDINE_TRACT_BINDING		16	0.36195686	0.9941339	0.4597701	0.7161863	1.0	4628	tags=38%, list=23%, signal=48%	
GO_HISTONE_DEMETHYLASE_ACTIVITY	GO_HISTONE_DEMETHYLASE_ACTIVITY		24	0.4717782	0.99064535	0.5437882	0.721142	1.0	1948	tags=29%, list=10%, signal=32%	
GO_PROTEIN_TYROSINE_KINASE_BINDING	GO_PROTEIN_TYROSINE_KINASE_BINDING		51	0.31214362	0.98718685	0.46124032	0.72611815	1.0	2790	tags=24%, list=14%, signal=27%	
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS	GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS		244	0.23027691	0.9837177	0.4990138	0.73109204	1.0	3758	tags=23%, list=18%, signal=28%	
GO_OXYGEN_BINDING	GO_OXYGEN_BINDING		36	0.32490578	0.981307	0.500998	0.7337699	1.0	2778	tags=19%, list=14%, signal=22%	
GO_CHROMATIN_DNA_BINDING	GO_CHROMATIN_DNA_BINDING		74	0.2550245	0.97964793	0.48255813	0.7348119	1.0	3783	tags=20%, list=19%, signal=25%	
GO_ACYL_COA_DEHYDROGENASE_ACTIVITY	GO_ACYL_COA_DEHYDROGENASE_ACTIVITY		16	0.39144215	0.97934425	0.4862745	0.73306817	1.0	3724	tags=31%, list=18%, signal=38%	
GO_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_REGULATOR_ACTIVITY	GO_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_REGULATOR_ACTIVITY		27	0.3552964	0.97816586	0.50095236	0.73322713	1.0	2828	tags=26%, list=14%, signal=30%	
GO_R_SMAD_BINDING	GO_R_SMAD_BINDING		21	0.3774794	0.97795224	0.5030181	0.73128873	1.0	4710	tags=43%, list=23%, signal=56%	
GO_PEPTIDASE_REGULATOR_ACTIVITY	GO_PEPTIDASE_REGULATOR_ACTIVITY		196	0.27741033	0.9767004	0.5064935	0.73163944	1.0	4010	tags=23%, list=20%, signal=28%	
GO_EPHRIN_RECEPTOR_BINDING	GO_EPHRIN_RECEPTOR_BINDING		24	0.27340546	0.9756203	0.51195216	0.7316302	1.0	2990	tags=21%, list=15%, signal=24%	
GO_EXTRACELLULAR_MATRIX_BINDING	GO_EXTRACELLULAR_MATRIX_BINDING		48	0.3009611	0.97512746	0.5182342	0.7304387	1.0	2642	tags=19%, list=13%, signal=21%	
GO_BICARBONATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_BICARBONATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		19	0.40263703	0.97216827	0.51593626	0.73428786	1.0	5434	tags=37%, list=27%, signal=50%	
GO_TETRAPYRROLE_BINDING	GO_TETRAPYRROLE_BINDING		120	0.2427313	0.9720657	0.55785125	0.73218757	1.0	2905	tags=17%, list=14%, signal=19%	
GO_CARBON_OXYGEN_LYASE_ACTIVITY	GO_CARBON_OXYGEN_LYASE_ACTIVITY		62	0.29278353	0.97094965	0.50961536	0.7321217	1.0	6119	tags=47%, list=30%, signal=67%	
GO_COMPLEMENT_BINDING	GO_COMPLEMENT_BINDING		17	0.47765258	0.9697751	0.57169116	0.73214084	1.0	1168	tags=18%, list=6%, signal=19%	
GO_PROTEIN_DEACETYLASE_ACTIVITY	GO_PROTEIN_DEACETYLASE_ACTIVITY		42	0.26860473	0.96817195	0.48653847	0.7331782	1.0	3370	tags=21%, list=17%, signal=26%	
GO_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	GO_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY		97	0.2553825	0.9677557	0.49800798	0.73178965	1.0	5349	tags=33%, list=26%, signal=45%	
GO_DRUG_BINDING	GO_DRUG_BINDING		99	0.26187184	0.96423185	0.54681647	0.7367325	1.0	3278	tags=18%, list=16%, signal=22%	
GO_STRUCTURAL_CONSTITUENT_OF_MUSCLE	GO_STRUCTURAL_CONSTITUENT_OF_MUSCLE		40	0.37960544	0.9632903	0.5105162	0.7363799	1.0	1875	tags=18%, list=9%, signal=19%	
GO_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING	GO_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING		22	0.32735702	0.9624213	0.52929294	0.73589486	1.0	3065	tags=18%, list=15%, signal=21%	
GO_CXCR_CHEMOKINE_RECEPTOR_BINDING	GO_CXCR_CHEMOKINE_RECEPTOR_BINDING		15	0.5311057	0.9601219	0.5441767	0.7380982	1.0	4220	tags=47%, list=21%, signal=59%	
GO_CLATHRIN_BINDING	GO_CLATHRIN_BINDING		61	0.22409062	0.9592557	0.51731163	0.7375909	1.0	4017	tags=23%, list=20%, signal=29%	
GO_NF_KAPPAB_BINDING	GO_NF_KAPPAB_BINDING		29	0.32591167	0.95538735	0.49242425	0.74318767	1.0	1798	tags=17%, list=9%, signal=19%	
GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_BINDING	GO_MITOGEN_ACTIVATED_PROTEIN_KINASE_BINDING		24	0.29908052	0.94916195	0.541502	0.75394154	1.0	4744	tags=33%, list=23%, signal=43%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS		42	0.29856715	0.948942	0.5256167	0.75205266	1.0	1629	tags=12%, list=8%, signal=13%	
GO_PHOSPHOTRANSFERASE_ACTIVITY_FOR_OTHER_SUBSTITUTED_PHOSPHATE_GROUPS	GO_PHOSPHOTRANSFERASE_ACTIVITY_FOR_OTHER_SUBSTITUTED_PHOSPHATE_GROUPS		19	0.30782223	0.9471754	0.5047801	0.7533793	1.0	2324	tags=21%, list=11%, signal=24%	
GO_MICROFILAMENT_MOTOR_ACTIVITY	GO_MICROFILAMENT_MOTOR_ACTIVITY		21	0.3741281	0.9461009	0.5284872	0.7533588	1.0	6138	tags=43%, list=30%, signal=61%	
GO_DEACETYLASE_ACTIVITY	GO_DEACETYLASE_ACTIVITY		53	0.25291324	0.9450459	0.50763357	0.7531076	1.0	3370	tags=21%, list=17%, signal=25%	
GO_NAD_BINDING	GO_NAD_BINDING		52	0.340493	0.9447587	0.55058366	0.75142974	1.0	4885	tags=37%, list=24%, signal=48%	
GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		172	0.25541916	0.94101775	0.5364891	0.75690275	1.0	2664	tags=13%, list=13%, signal=15%	
GO_CARGO_RECEPTOR_ACTIVITY	GO_CARGO_RECEPTOR_ACTIVITY		58	0.30145344	0.9340515	0.5744275	0.768558	1.0	4341	tags=33%, list=21%, signal=42%	
GO_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	GO_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS		31	0.37836054	0.9331791	0.58380413	0.7680738	1.0	5435	tags=42%, list=27%, signal=57%	
GO_METALLOCARBOXYPEPTIDASE_ACTIVITY	GO_METALLOCARBOXYPEPTIDASE_ACTIVITY		25	0.3943063	0.9326995	0.52929294	0.76687115	1.0	3190	tags=24%, list=16%, signal=28%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_OH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_OH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR		105	0.26468226	0.9314306	0.5755814	0.76716375	1.0	4381	tags=27%, list=22%, signal=34%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN		36	0.35848618	0.9313575	0.5210421	0.765057	1.0	5124	tags=39%, list=25%, signal=52%	
GO_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		42	0.29535598	0.93036884	0.6023166	0.76483655	1.0	777	tags=10%, list=4%, signal=10%	
GO_ANKYRIN_BINDING	GO_ANKYRIN_BINDING		20	0.3145982	0.9279586	0.56563705	0.7673753	1.0	5372	tags=30%, list=26%, signal=41%	
GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_DISTAL_ENHANCER_SEQUENCE_SPECIFIC_BINDING	GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_DISTAL_ENHANCER_SEQUENCE_SPECIFIC_BINDING		25	0.2910184	0.91922057	0.5733591	0.7828739	1.0	3141	tags=24%, list=15%, signal=28%	
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		77	0.27870098	0.9132043	0.5927419	0.7926698	1.0	2381	tags=12%, list=12%, signal=13%	
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN		138	0.25454322	0.9117556	0.6329897	0.79315346	1.0	3046	tags=17%, list=15%, signal=20%	
GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY	GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY		47	0.25160182	0.9116142	0.6264591	0.79116297	1.0	5610	tags=40%, list=28%, signal=56%	
GO_L_ASCORBIC_ACID_BINDING	GO_L_ASCORBIC_ACID_BINDING		15	0.33152258	0.91048914	0.56563705	0.7907853	1.0	4009	tags=33%, list=20%, signal=41%	
GO_PROTEIN_KINASE_C_BINDING	GO_PROTEIN_KINASE_C_BINDING		46	0.26068726	0.90854764	0.6490196	0.7924002	1.0	3348	tags=22%, list=16%, signal=26%	
GO_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GO_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY		27	0.27879158	0.9083978	0.61336035	0.7904331	1.0	442	tags=7%, list=2%, signal=8%	
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		137	0.25657463	0.90714204	0.5875486	0.7905523	1.0	2020	tags=10%, list=10%, signal=11%	
GO_PHOSPHATIDYLINOSITOL_3_4_BISPHOSPHATE_BINDING	GO_PHOSPHATIDYLINOSITOL_3_4_BISPHOSPHATE_BINDING		17	0.30883655	0.90485007	0.59561753	0.792791	1.0	4989	tags=41%, list=25%, signal=54%	
GO_NITRIC_OXIDE_SYNTHASE_BINDING	GO_NITRIC_OXIDE_SYNTHASE_BINDING		17	0.34471342	0.9036097	0.6189516	0.79293793	1.0	3351	tags=29%, list=16%, signal=35%	
GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES	GO_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES		33	0.32985532	0.9030884	0.6188605	0.7916	1.0	2315	tags=21%, list=11%, signal=24%	
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	GO_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS		15	0.41130024	0.8997278	0.60903734	0.79583275	1.0	3384	tags=40%, list=17%, signal=48%	
GO_MANNOSE_BINDING	GO_MANNOSE_BINDING		17	0.3247759	0.89838564	0.5763359	0.7961098	1.0	1366	tags=12%, list=7%, signal=13%	
GO_E_BOX_BINDING	GO_E_BOX_BINDING		30	0.2458849	0.89800006	0.6738281	0.79459393	1.0	2699	tags=17%, list=13%, signal=19%	
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		339	0.21976301	0.89734465	0.68093383	0.79367065	1.0	4526	tags=20%, list=22%, signal=25%	
GO_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BINDING	GO_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BINDING		29	0.25158024	0.89519346	0.62167686	0.79563886	1.0	1450	tags=14%, list=7%, signal=15%	
GO_LAMIN_BINDING	GO_LAMIN_BINDING		17	0.27207732	0.89265215	0.6666667	0.7983541	1.0	5802	tags=47%, list=28%, signal=66%	
GO_PHOSPHATIDYLSERINE_BINDING	GO_PHOSPHATIDYLSERINE_BINDING		31	0.3037254	0.8911029	0.6755102	0.79921335	1.0	3559	tags=26%, list=17%, signal=31%	
GO_DEMETHYLASE_ACTIVITY	GO_DEMETHYLASE_ACTIVITY		32	0.36675507	0.8876936	0.62857145	0.8032581	1.0	2265	tags=25%, list=11%, signal=28%	
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		167	0.22862339	0.88745534	0.6252505	0.80147135	1.0	4406	tags=19%, list=22%, signal=24%	
GO_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY	GO_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY		30	0.29693142	0.8866789	0.6044177	0.8007782	1.0	160	tags=7%, list=1%, signal=7%	
GO_ENZYME_INHIBITOR_ACTIVITY	GO_ENZYME_INHIBITOR_ACTIVITY		344	0.21309711	0.8850753	0.75757575	0.8017017	1.0	2530	tags=13%, list=12%, signal=14%	
